,Total
94,0.00856203259516938
95,0.008768644818086271
96,0.007265628371819737
97,0.007939434094257406
98,0.00918435711360833
99,0.008823591018872572
100,0.007895627310786899
101,0.00965169328165854
102,0.008238589577950668
103,0.009662216857816923
104,0.0073959183230095015
105,0.008057499592931516
106,0.00802967136368235
107,0.009338455748415995
108,0.008115166005245747
109,0.006981321035764669
110,0.007758643394784803
111,0.008983374354393305
112,0.00925418588849067
113,0.005795839324000544
114,0.006839372353747759
115,0.007780728244193842
116,0.007108914613817286
117,0.007984763152051266
118,0.009207501005267602
119,0.00812816761744577
120,0.006874078680659174
121,0.009168747597534568
122,0.008002548429429133
123,0.0066851850779782625
124,0.008244248251662862
125,0.009095478695601381
126,0.0087453450835917
127,0.008713724683542076
128,0.009174304504079921
129,0.007565234304125455
130,0.0072649905520745135
131,0.0076327259072627406
132,0.007540411200619742
133,0.0069911415065336555
134,0.008662293556737956
135,0.008777241788781438
136,0.007910255834111696
137,0.005669999366544642
138,0.007763118875992023
139,0.009937390951140657
140,0.009234993358958785
141,0.008949399840191408
142,0.008444361869301906
143,0.006951337950461824
144,0.007963430915425843
145,0.0082933572588012
146,0.008355228849167085
147,0.007311598392984779
148,0.007432187342626161
149,0.007500262538328393
150,0.006605517196664629
151,0.0059955270419552835
152,0.0090496366030701
153,0.009785211617798266
154,0.007089740031410451
155,0.008937655828592978
156,0.00771091026661722
157,0.006675661365260892
158,0.010016416681566375
159,0.008130661184054672
160,0.007540853176571453
161,0.007808719937434395
162,0.007099323458899199
163,0.006092671687557305
164,0.008462639676686704
165,0.006768646576729341
166,0.009509398484032141
167,0.007909349225999828
168,0.006515917469182118
169,0.007072198996826784
170,0.009060906356072092
171,0.00687506489441012
172,0.009741081425596865
173,0.007984198243760468
174,0.00864979944911515
175,0.006923354626730055
176,0.00899835466316751
177,0.007919637551806158
178,0.007920404870495334
179,0.007065308676979009
180,0.0067994480067454805
181,0.006605648806141756
182,0.008560646876654006
183,0.006914278567875673
184,0.008468871743113539
185,0.008357476547091222
186,0.008585083001419571
187,0.007547904796986483
188,0.008347555763151328
189,0.0064650398896433795
190,0.006830468460539207
191,0.009150248420661875
192,0.00686569798938373
193,0.008973985449440816
194,0.006691990364467723
195,0.0090321864872608
196,0.007940544174005863
197,0.006686122519117144
198,0.0069464179956591965
199,0.009282526451097346
200,0.008648046096921476
201,0.00856967264910374
202,0.007518947957752854
203,0.007295106277299354
204,0.007891146518932132
205,0.006793143247368529
206,0.008875843881899721
207,0.008243736758033951
208,0.008917525047144253
209,0.006931254677618876
210,0.007699920844951252
211,0.009364723905207982
212,0.008629889033009493
213,0.007246608574251523
214,0.0073583242018625955
215,0.008352573803502
216,0.007177678984450901
217,0.007950649721033919
218,0.008393326886889351
219,0.0073731433258105075
220,0.007654811735484367
221,0.0077462868571539
222,0.007369506368108619
223,0.007584407870273525
224,0.007939845658727351
225,0.007126150370435231
226,0.008150010275316288
227,0.005931944808191557
228,0.009074163348556695
229,0.008005654447060171
230,0.00929200136118737
231,0.006810565670192091
232,0.008173145556071609
233,0.010090226320449541
234,0.008287280778442548
235,0.007871174170654036
236,0.008333831967391668
237,0.006861870579686691
238,0.00863588602377922
239,0.008506683031307262
240,0.007358092671035521
241,0.008696805565046806
242,0.008464922665273322
243,0.007005475891170194
244,0.010273365053595405
245,0.00850872638936545
246,0.008717583402674551
247,0.009062670641197656
248,0.007362516379305772
249,0.007320069566681761
250,0.0070067455253297614
251,0.007584967347678968
252,0.006668074775318245
253,0.0074171323749631785
254,0.009109694262911491
255,0.007963787324481265
256,0.008110139158146748
257,0.007644687140641593
258,0.009065135026286957
259,0.008174919436911145
260,0.006987540572377279
261,0.007527129647910095
262,0.007295298722917666
263,0.009764412048665223
264,0.007447989830831569
265,0.007347683923131373
266,0.009243210232695333
267,0.008133225400204249
268,0.00741994284927295
269,0.006798720708866193
270,0.00829120807606913
271,0.007480098289351521
272,0.008564801574702616
273,0.008306897532600773
274,0.009176801719750813
275,0.009587501279270204
276,0.0085138160350072
277,0.008908315562639732
278,0.007809999654998542
279,0.007996603348083005
280,0.00859896108707708
281,0.006817638667231002
282,0.008433421037303221
283,0.008256395403193496
284,0.007962388753396825
285,0.008587298178074049
286,0.008348611408801786
287,0.0066541028302200865
288,0.007119379915408912
289,0.007903471720424635
290,0.008202535087169973
291,0.008027355186206689
292,0.008179846821815887
293,0.007750628590851244
294,0.0072834205986768725
295,0.009952399541938117
296,0.006930666893114083
297,0.006068732055490187
298,0.007017246764004704
299,0.007886620917910184
300,0.008236862188821987
301,0.007807368689477921
302,0.007571477686233036
303,0.007326112045311352
304,0.008556103956398567
305,0.008798260006788433
306,0.009495001019138052
307,0.006898695165378681
308,0.007123978180682339
309,0.008327257679138533
310,0.008534969878014102
311,0.00746772086793193
312,0.00833817290339937
313,0.009031077608848014
314,0.009395878679438818
315,0.007583448109489311
316,0.007888817880908266
317,0.00610968688762461
318,0.0069756173782670565
319,0.008080993503321483
320,0.006281449573594385
321,0.007248211834153236
322,0.00771033692804024
323,0.00828136161235683
324,0.007896444345932402
325,0.008394356474506768
326,0.008018458850677887
327,0.007451911691387147
328,0.00765595328290374
329,0.008190189879285393
330,0.008327437004911092
331,0.008476921218532966
332,0.008347053007113133
333,0.00716174177346711
334,0.008409808815213861
335,0.008638287479591908
336,0.008219333467670365
337,0.008299411618430104
338,0.007669512942393861
339,0.006710661255598461
340,0.009664093747273141
341,0.008397714708057714
342,0.007747658361960364
343,0.007146604857257052
344,0.009203296904936284
345,0.006812283820188437
346,0.007016626145964225
347,0.008487922692834026
348,0.008798363016914178
349,0.008204807881472653
350,0.007688297190768951
351,0.006753697414358983
352,0.008432389350556893
353,0.009249616515576091
354,0.009131275891077309
355,0.008423231505262644
356,0.008418255556673887
357,0.006290649579576508
358,0.006755511272371756
359,0.008931174642471604
360,0.008548626829703875
361,0.008104232575459882
362,0.007854458077543227
363,0.007204826364237407
364,0.008781682391870785
365,0.0071255086170197175
366,0.007406781729353186
367,0.007750222931102472
368,0.008634718161901773
369,0.00784202193295617
370,0.008931090471366084
371,0.009030839303583971
372,0.007900755866076704
373,0.006644637109771291
374,0.008238792843327084
375,0.007846552075869621
376,0.007652208108279685
377,0.008339190386452274
378,0.007616858764584732
379,0.009907634722539398
380,0.008215576635458095
381,0.007914186952795466
382,0.007738539042419171
383,0.008364870751829925
384,0.008143682549083285
385,0.007107056645565053
386,0.008325097697490971
387,0.008503650748452144
388,0.00767667638432297
389,0.007388379902718189
390,0.006329235886634138
391,0.008353707605010731
392,0.00859977206458734
393,0.008874683583703885
394,0.00746009979146289
395,0.008362255947428726
396,0.009293688596863935
397,0.008630758103258753
398,0.007229513546338803
399,0.007362657444990905
400,0.008745769293908957
401,0.008066937603683497
402,0.007989185509610919
403,0.009391463294523441
404,0.008237596191252618
405,0.007779383484172839
406,0.006485339780953754
407,0.007891960367321912
408,0.008409876856573732
409,0.007833556830714723
410,0.006779469302489098
411,0.007725371546053244
412,0.007966763850452717
413,0.008616548431086914
414,0.00800148859173802
415,0.007522736104209918
416,0.007580932988232896
417,0.008057375061873626
418,0.0076670655313835585
419,0.008081510756682994
420,0.008546385384560148
421,0.008208386519802179
422,0.009192610548880232
423,0.007965799408354037
424,0.008108168948257919
425,0.007468170796922892
426,0.007830206688415997
427,0.00761560873790793
428,0.007441131926938178
429,0.010128319657424223
430,0.006855889637184491
431,0.007330793397612119
432,0.0073373384572418265
433,0.00841381663620247
434,0.008464912762108319
435,0.008127399457261437
436,0.006902383809422197
437,0.008140155271113343
438,0.009276035153487598
439,0.007720193205434575
440,0.006354172832081532
441,0.008262425349482693
442,0.007384176558399823
443,0.008163371885021661
444,0.008099740804236564
445,0.008077968106556768
446,0.00723538512886047
447,0.007881030409664843
448,0.008158864571266662
449,0.0071505329757811775
450,0.007144069547320964
451,0.00820916944092963
452,0.008226252327708293
453,0.009659124557284049
454,0.008491348485304256
455,0.007806656177269975
456,0.00894466452473417
457,0.007379674515336907
458,0.007399909319024066
459,0.0075617444746237696
460,0.008873405809204881
461,0.00865718554794901
462,0.006843907549666145
463,0.009728587714718883
464,0.007486315266213883
465,0.009087683861211244
466,0.007674096966450061
467,0.009729336678522896
468,0.00792746226213689
469,0.009468403795613456
470,0.009205399976405761
471,0.0075956895301914455
472,0.00904090067214609
473,0.008159395640912762
474,0.007206002046249792
475,0.009102097024196128
476,0.008190609377127914
477,0.006590482194023809
478,0.008109829113593888
479,0.008166053705209033
480,0.006687718073562858
481,0.008552414434413923
482,0.008295942870100605
483,0.00728149574009986
484,0.008191508084707021
485,0.009687755017683961
486,0.0073819011266046675
487,0.00986718986079933
488,0.0070959812568748525
489,0.00802572515836248
490,0.008133972971724968
491,0.00794974843372512
492,0.008316418324845951
493,0.008001538370975243
494,0.007898222570428333
495,0.007370601248918083
496,0.00944424571783107
497,0.009209106561107735
498,0.007600437546855453
499,0.00710681745527267
500,0.006907442129337313
501,0.007803696734514767
502,0.007041088667888896
503,0.008046026777462127
504,0.008948011920570759
505,0.00955793844821738
506,0.006114445500234912
507,0.00629679347599453
508,0.0080652502836102
509,0.0081312775677147
510,0.007946939568647641
511,0.008156442976576781
512,0.007938821431059851
513,0.007132482404790303
514,0.007039803250596615
515,0.009694727504358515
516,0.008503188793298776
517,0.0062536868685648984
518,0.009651084338294235
519,0.00695668228813121
520,0.007520994553950587
521,0.008477708419969879
522,0.007076721199425859
523,0.00829346383103875
524,0.00916412094336359
525,0.006816906484548598
526,0.007215695107289665
527,0.0072732512757151275
528,0.008849829182935861
529,0.007083484653380316
530,0.008398937440917398
531,0.008815160260860044
532,0.007392528516168899
533,0.009938813166692498
534,0.006881929593106978
535,0.006845180340366836
536,0.008960692123687764
537,0.007546454410987035
538,0.006446373902752134
539,0.006923166099737053
540,0.008505018912136864
541,0.009433751616628613
542,0.0076801276158586715
543,0.008445617311040977
544,0.007578128064817181
545,0.007789299020068156
546,0.007545081978786929
547,0.0065957266141599075
548,0.0071880652914735445
549,0.0075090748816763865
550,0.008144740412980312
551,0.007198368831578438
552,0.0072883987753244684
553,0.00728553977513976
554,0.008766194659493813
555,0.00961053731121345
556,0.006531200969893676
557,0.009121218195275338
558,0.008552398403177109
559,0.007673522121788378
560,0.006227476213941815
561,0.007774061014428617
562,0.009268621309508056
563,0.008753476488283106
564,0.007469618487510889
565,0.0071287420111165265
566,0.008136845659115138
567,0.007745372562248109
568,0.00903239433966909
569,0.007875707565827162
570,0.008819117631242861
571,0.008916613325853182
572,0.008255171092853108
573,0.007677014993750908
574,0.00870092989000399
575,0.008416808772310647
576,0.007640643859854559
577,0.006899194538678402
578,0.006462164120677405
579,0.008412702645069468
580,0.00926861437491288
581,0.009899080403084345
582,0.007832149602610413
583,0.008415943114286053
584,0.009042003221892943
585,0.007480263512190581
586,0.007037948413293143
587,0.006936761946248118
588,0.007734992362214307
589,0.009011756948308497
590,0.009404334077144801
591,0.00700177757891697
592,0.0072922841313598835
593,0.007407882412720457
594,0.008826004523824288
595,0.008299987863506003
596,0.007824120038946744
597,0.006799771279435502
598,0.007018363910550869
599,0.009175776344234594
600,0.008393688494261692
601,0.009338310205144935
602,0.008145261295995958
603,0.00880208817260492
604,0.007887421651327773
605,0.007522391011617722
606,0.008546442017969762
607,0.007671864394698144
608,0.007370021537099927
609,0.00903203482947559
610,0.008894172748808256
611,0.007798479244535332
612,0.008988548682722015
613,0.008995817766179314
614,0.009033899654316797
615,0.008143408235228475
616,0.006794673367292374
617,0.007783941200563501
618,0.0069833290907881365
619,0.0073381241565918
620,0.008590455359069866
621,0.008579522429549354
622,0.008299982903023782
623,0.008532839861414739
624,0.008668846044993229
625,0.00784709171527817
626,0.007931569923052977
627,0.009181655511052347
628,0.009411775058405946
629,0.006476634011317422
630,0.00799401350609123
631,0.010077939323851155
632,0.008888868748937212
633,0.009196384346555463
634,0.007761749927642981
635,0.007417040013349002
636,0.009131515398734665
637,0.007421571750066548
638,0.006541523643712119
639,0.007924991609623285
640,0.00947558696026255
641,0.00713738835395639
642,0.007875562908991163
643,0.008809880108120926
644,0.0069591992036678475
645,0.007455317374575898
646,0.007906799701756697
647,0.0079296985049461
648,0.008519505883280994
649,0.008578265777004896
650,0.008191670241676982
651,0.008077668829734888
652,0.006469396248506879
653,0.008087904913592825
654,0.007846628122851628
655,0.007501796049143379
656,0.008253201791346164
657,0.009443112620277316
658,0.006639175369045341
659,0.00849170648130365
660,0.007123039638711835
661,0.0076693362898166
662,0.007052167243139348
663,0.0076063453631318705
664,0.007578560369357855
665,0.007774001549057662
666,0.009053312877771832
667,0.009011750668615079
668,0.00661507404077274
669,0.006999129588365879
670,0.008127935272467133
671,0.00652904866601981
672,0.007915294404837334
673,0.006838929315431244
674,0.008785829059379628
675,0.008513602827386245
676,0.00854384531142838
677,0.007790964897574807
678,0.007447200054222686
679,0.006501515818620955
680,0.009169092374784003
681,0.008447744349917066
682,0.009370640522859932
683,0.008609957981662773
684,0.008697040355856877
685,0.00914895376641726
686,0.00719383181617064
687,0.0077086839982068904
688,0.006994527892038234
689,0.008591203441260254
690,0.008918222584861359
691,0.007156778239939552
692,0.008633023713510405
693,0.008512879226417308
694,0.009505182434779462
695,0.008844898646137779
696,0.00817074414922388
697,0.007246746869592472
698,0.006783613809813775
699,0.007850143628986728
700,0.00814398329236265
701,0.009064596196844785
702,0.008922317603509394
703,0.0078111292904264155
704,0.007328255569150166
705,0.008660007704242256
706,0.008346828558178795
707,0.007503062145789356
708,0.008687541648576234
709,0.008298414033346737
710,0.008902059149981588
711,0.007785355330144127
712,0.007744940524365453
713,0.009293977864184006
714,0.00773425589966717
715,0.008514827274248784
716,0.0088689923918562
717,0.007628361831091753
718,0.008582722710292166
719,0.008597236549799676
720,0.008563225060578744
721,0.0083452401393231
722,0.007606416141312394
723,0.008541047713109309
724,0.009447085839081625
725,0.007139485266589651
726,0.009537845206026931
727,0.009867128049885782
728,0.008304831448380394
729,0.008093178721420393
730,0.0066617123926748165
731,0.005575551110199764
732,0.006288771000351658
733,0.007782902524730686
734,0.008072272077010358
735,0.008053489852316758
736,0.007669179734070681
737,0.00792800398049193
738,0.00869689847502152
739,0.008622173745858702
740,0.008559334033933004
741,0.007891817926816922
742,0.007081777989375188
743,0.00833211871339054
744,0.008284494414749228
745,0.0064006538816928395
746,0.007547481979815909
747,0.009367488050719948
748,0.009397154676699111
749,0.008369893840486102
750,0.008299380656937295
751,0.0072384255153364815
752,0.008274721873000004
753,0.006991519843660919
754,0.008438832028686486
755,0.008595692404347478
756,0.0077773375431318265
757,0.006392873703763903
758,0.008545915879602472
759,0.007392187388988459
760,0.008067822501329269
761,0.00930363956924431
762,0.007953853542621951
763,0.008372283204434722
764,0.007890880369312053
765,0.007224424828468032
766,0.006868281408202101
767,0.007029864755693108
768,0.008845210308486399
769,0.008455218095713538
770,0.007083131358156906
771,0.007053673917698225
772,0.007988638828912905
773,0.007420886252589708
774,0.00748573987550539
775,0.007805096192569846
776,0.0068081465774219325
777,0.007303140993140996
778,0.007905063775366145
779,0.007376062850024673
780,0.007716782131225846
781,0.006693692975650995
782,0.008159410991422068
783,0.008289762047545331
784,0.008017871298889916
785,0.00810997135962183
786,0.00679814760099972
787,0.007162778188945222
788,0.007564864092486586
789,0.008331254431902262
790,0.00766160798834844
791,0.007036005196862205
792,0.00800191341391182
793,0.008647033075601263
794,0.006521479552889059
795,0.00832252214578831
796,0.00792752704504758
797,0.008320712233155107
798,0.007886497161606675
799,0.007786488820185894
800,0.007060648604243952
801,0.006617900273625424
802,0.008512223163665102
803,0.008515373369680331
804,0.008389798181923671
805,0.008307500207665287
806,0.007442980226185477
807,0.00794689147048292
808,0.0074539366103163526
809,0.008596049721056199
810,0.007189683458132954
811,0.009235910825862644
812,0.006830842662969976
813,0.006569648832273085
814,0.009023066765493123
815,0.00810205710920106
816,0.008218201855970542
817,0.008096298334697589
818,0.0076591833535880356
819,0.008235093655862138
820,0.008290349454265943
821,0.009005364668536341
822,0.007770632131479834
823,0.007992620279121829
824,0.006543142942213299
825,0.008304107087588391
826,0.007872322953776366
827,0.0077642568308587834
828,0.009822513964847894
829,0.007065232025960349
830,0.00794090958782129
831,0.008923221863486569
832,0.008126745944668591
833,0.007705218200013264
834,0.00810549566372518
835,0.007367193224622086
836,0.007630930248658592
837,0.007059773092139216
838,0.008489953145046442
839,0.008707091321471787
840,0.008791957928754163
841,0.007930759955612867
842,0.006768242739993574
843,0.008534681595562659
844,0.008753366420312289
845,0.007852233307249143
846,0.00665454467588641
847,0.0074488207893216
848,0.009397858392557492
849,0.006937197340301204
850,0.008072608858696009
851,0.008198198855835233
852,0.007852156897515058
853,0.006368985168284215
854,0.00827734003360708
855,0.007640090886553184
856,0.0089200835289074
857,0.008306985200778414
858,0.008247360237537804
859,0.009386135253106182
860,0.008713109754279231
861,0.007084035183977914
862,0.008192621826369838
863,0.008077271022205809
864,0.0068709092794778884
865,0.007798768769000385
866,0.008405964103484027
867,0.008223725870924684
868,0.007326081407038521
869,0.008259978163229556
870,0.008687570021781405
871,0.0076251449169855625
872,0.007361503359896609
873,0.008150974476579202
874,0.009388620517738654
875,0.00800484958921499
876,0.008206258587094712
877,0.0077382289383557705
878,0.009449894172874453
879,0.007845128052836025
880,0.008883541351112717
881,0.0071865546626145495
882,0.00814569781676041
883,0.008673460852828486
884,0.008056503714993179
885,0.007117493319546384
886,0.00633483338272484
887,0.00958671218556475
888,0.00824970145961549
889,0.0068099932911382735
890,0.007562800168241101
891,0.007894742606811268
892,0.007814924174424009
893,0.007550985429747413
894,0.008242121858049463
895,0.007977147425466898
896,0.0076921725446164445
897,0.00757265985530952
898,0.0071049103129614865
899,0.00767745079036352
900,0.008394583024647878
901,0.00858912473627173
902,0.007983324296715359
903,0.00912651348289036
904,0.0064126219777938835
905,0.007855081538185964
906,0.00769572138052563
907,0.00796006838659143
908,0.007909011958469079
909,0.006634446468655863
910,0.009106921635187563
911,0.0076783432758173965
912,0.007917006164866479
913,0.007199682379174292
914,0.008390821706664926
915,0.007998201986872643
916,0.007021332047575355
917,0.00920021834051937
918,0.006879992146858183
919,0.008381208571793133
920,0.008112319788977092
921,0.00836419265423002
922,0.008253163045088175
923,0.007548682836276369
924,0.0073873406843772875
925,0.008443569749133321
926,0.008502818285274985
927,0.00668557409051663
928,0.008065159373689994
929,0.008612385054050268
930,0.007108456342408585
931,0.007685002922705225
932,0.009241318139149364
933,0.007726737544155975
934,0.008351875838303921
935,0.007553924353143328
936,0.010248299869820782
937,0.007373739996891294
938,0.006688148662395175
939,0.0061128638759444754
940,0.007697273675053191
941,0.007565793107931575
942,0.009229960709863202
943,0.008076526203166094
944,0.006431762387664918
945,0.0071506906682078635
946,0.0068618108521924055
947,0.009061834149338992
948,0.007818714598908467
949,0.006902382064793733
950,0.007357009789954107
951,0.008407444780972374
952,0.0074741313655823155
953,0.008426940211681616
954,0.008884089877455491
955,0.007839124268453502
956,0.007128375058853741
957,0.006701042765298042
958,0.008214369284701002
959,0.008133587043433352
960,0.007846107661942808
961,0.008147926485152857
962,0.007722956944106777
963,0.007635999455875496
964,0.008169826865952136
965,0.00924519475989127
966,0.007736283450905223
967,0.008135079973191312
968,0.007621398138447927
969,0.00788635080330799
970,0.00824873312909342
971,0.00668648705652204
972,0.007653042090072703
973,0.008687860183384017
974,0.007777518113324116
975,0.010291313011157543
976,0.007895312391125639
977,0.0062353590072827415
978,0.008027832536510127
979,0.007669800807838396
980,0.0076586346641961565
981,0.008707064615893975
982,0.008938531911986732
983,0.0074691625181242
984,0.00720768130147211
985,0.008343883003140418
986,0.009781858353090749
987,0.007369308093933729
988,0.0063703447813587884
989,0.007736169372324218
990,0.00786773652638601
991,0.008625084876631899
992,0.007126391260026772
993,0.008531647211670207
994,0.010334385133285304
995,0.008648023658869818
996,0.009715107233351603
997,0.006986793822346795
998,0.005866837581428674
999,0.007001170405645104
1000,0.00899940926225362
1001,0.0077322980888641785
1002,0.007716231221616927
1003,0.008216737868975674
1004,0.009106395838551658
1005,0.007332960231521308
1006,0.007626073275946367
1007,0.006169833577804904
1008,0.00834815952558855
1009,0.0077674650642780545
1010,0.007492833440513014
1011,0.0071606363103347
1012,0.007181486797845639
1013,0.009431045087249953
1014,0.007175640571105738
1015,0.007864606192188624
1016,0.007699838031129857
1017,0.009009251461768791
1018,0.007761319857074717
1019,0.008350148242671973
1020,0.007490751093541947
1021,0.0074981366045842116
1022,0.006199407222989665
1023,0.007215428456114589
1024,0.007581225745577534
1025,0.009367864658940054
1026,0.010676389013770049
1027,0.007290683913763791
1028,0.008210484362128076
1029,0.00892728987611556
1030,0.009137670565070023
1031,0.007588585973206219
1032,0.009406458573584308
1033,0.008606615179643742
1034,0.006394010843819394
1035,0.006607398385191797
1036,0.0072550931298108025
1037,0.008387713954418822
1038,0.007975183500988997
1039,0.007320279281610553
1040,0.007923431746164783
1041,0.008314753683805506
1042,0.008548770856729934
1043,0.008186439664369691
1044,0.008772434757516774
1045,0.007242690558433238
1046,0.007753058210873839
1047,0.008669307612548064
1048,0.010042413709499105
1049,0.006503398515478784
1050,0.00907436396165858
1051,0.007716099128622445
1052,0.008208410888618855
1053,0.007130126643279729
1054,0.008136270594063143
1055,0.00778565618419469
1056,0.008036488299920016
1057,0.008847853143882124
1058,0.007247875918536295
1059,0.006743238072374725
1060,0.008876958370937485
1061,0.0070067832707012894
1062,0.008816153784971128
1063,0.008878315175828128
1064,0.006919322253661783
1065,0.007797508782945221
1066,0.009198455676930341
1067,0.008385633943477381
1068,0.00830562223966185
1069,0.0074230971710939325
1070,0.00832052420285472
1071,0.00866586938053005
1072,0.007700716145532535
1073,0.00602975387022755
1074,0.008344879263387492
1075,0.009422796740554058
1076,0.008228403541800875
1077,0.006796152381481689
1078,0.008553581391988804
1079,0.008542778699859515
1080,0.00679782155858203
1081,0.006690962807322275
1082,0.0070373038813253165
1083,0.007568303732770685
1084,0.00808118128782094
1085,0.007478794752468163
1086,0.008475710493373752
1087,0.009340200951163096
1088,0.007193145215563456
1089,0.007084594489194629
1090,0.006958735437700184
1091,0.009110597152049349
1092,0.006979438095904695
1093,0.008521722220096839
1094,0.007868609979957154
1095,0.00807219759648423
1096,0.008557054314226861
1097,0.008117882434579535
1098,0.006267626137857444
1099,0.008344739581391043
1100,0.008071633164517315
1101,0.006960174987120838
1102,0.008031942890821042
1103,0.008380474086748135
1104,0.008988610254575688
1105,0.008479571396812177
1106,0.007409086053193171
1107,0.007526079549769483
1108,0.009955920627343956
1109,0.008201935620444079
1110,0.006424689574332825
1111,0.008745270042601686
1112,0.008941482203390099
1113,0.008578247248812456
1114,0.009604375042139677
1115,0.00793213668655693
1116,0.008085829996899985
1117,0.008688198798692346
1118,0.0070914556328139705
1119,0.009085243397559976
1120,0.00819511218213821
1121,0.009855236300381027
1122,0.008093125219989727
1123,0.008170751834134717
1124,0.007890859287623137
1125,0.00837698915156893
1126,0.006672974736441224
1127,0.008863305619449893
1128,0.0070725923774664174
1129,0.008499287485895367
1130,0.007334516016282279
1131,0.008175181944908065
1132,0.008220946701141273
1133,0.007939254379587894
1134,0.008930482827287789
1135,0.007424559554725931
1136,0.00876051211521496
1137,0.008395854433272695
1138,0.006796132628660964
1139,0.007903600821433637
1140,0.006748554610623158
1141,0.007837068642367146
1142,0.008862896090342028
1143,0.006791688553265276
1144,0.006673067194321957
1145,0.006558295590740444
1146,0.008583491468177929
1147,0.00902369841285413
1148,0.007930966639031558
1149,0.007005899790149919
1150,0.006387462738631524
1151,0.006974555295029904
1152,0.009024608347175236
1153,0.007920851478101152
1154,0.009279785552311005
1155,0.008418563515393322
1156,0.009493542070172617
1157,0.007103362790102862
1158,0.008915746295680475
1159,0.007418280580756876
1160,0.007662939680118561
1161,0.008019816994412622
1162,0.007352580359317417
1163,0.008515553557981134
1164,0.008208448872944626
1165,0.00716826378861256
1166,0.007241299978929852
1167,0.00802520722368133
1168,0.00841255972800039
1169,0.008011931311301745
1170,0.008987846722209892
1171,0.0076077778246868896
1172,0.007931103102943725
1173,0.008391973424356911
1174,0.007836799679704617
1175,0.007174289056634461
1176,0.008117655777933466
1177,0.009190447324538874
1178,0.008415695960447042
1179,0.006899724139717484
1180,0.007546516931214961
1181,0.009777750934471027
1182,0.00801962718719642
1183,0.008772099842097682
1184,0.009220891946160693
1185,0.008071315010447576
1186,0.007626335174601904
1187,0.008650850061665227
1188,0.0071029939318263905
1189,0.007146659945702815
1190,0.006558804595116059
1191,0.008120391342400715
1192,0.007015910987013403
1193,0.008408714162889241
1194,0.007061537315691948
1195,0.008566917080991367
1196,0.008213292051184847
1197,0.007790887810354556
1198,0.00859317267855373
1199,0.00892659705285284
1200,0.006537771953117052
1201,0.007739370434952379
1202,0.008452940418744575
1203,0.008126118918405341
1204,0.007433113366941433
1205,0.007895543574738245
1206,0.00945967603382515
1207,0.008517195821450683
1208,0.0073943276833336275
1209,0.00760631834908662
1210,0.008298973197127026
1211,0.006478776320837986
1212,0.008783878392271132
1213,0.007259925832266369
1214,0.006272603022329873
1215,0.006736936638614853
1216,0.00783900203967223
1217,0.007820824447013007
1218,0.007582836021313591
1219,0.007917984058489477
1220,0.007546729662979248
1221,0.00690777630517796
1222,0.007056853012905361
1223,0.005983151949707149
1224,0.007024441976907769
1225,0.007146052366771433
1226,0.0077167987219861536
1227,0.007370385540942472
1228,0.009106446094698697
1229,0.008314679472723296
1230,0.008090133317887632
1231,0.008136187657799594
1232,0.009401840618377443
1233,0.009135853058553144
1234,0.009733204384215946
1235,0.008610640873732391
1236,0.008051547297886446
1237,0.0077131451281749405
1238,0.008996524812515333
1239,0.008785240045375344
1240,0.00854601132898914
1241,0.008728483730621513
